v57,v58,v59,v60,v61,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken,ipnr17
Ja,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget dårligt,10. Indvandrere tager ikke jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,5.,En eller to gange om ugen,Hver dag,En eller to gange om ugen,I høj grad,I høj grad,I høj grad,I nogen grad,I nogen grad,I høj grad,I nogen grad,Slet ikke,I høj grad,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Female,75,Gift eller reg. partnerskab,Uoplyst,,Grundskole og gym.,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,Ukendt,77,,"Venstre, Danmarks Liberale Parti",Nej,ja,FU651798
Nej,Nej,Nej,Nej,Ja,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,2.,4.,8.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,4.,Aldrig,En eller to gange om ugen,Flere gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,Til en vis grad,I mindre grad,I mindre grad,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Medium-cycle tertiary eduation,<150.0000,Male,25,Enlig,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Irrelevant,Grundskole og gym.,Korte vid. udd,2,77,3,Liberal Alliance (tidl. Ny Alliance),Nej,nej,CZ451308
Nej,Nej,Nej,Nej,Nej,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Slet ingen tillid,Meget stor tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,10. Indvandrere gør ikke problemerne med kriminalitet værre,6.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,1. Udvidelsen skal fortsætte,Hver dag,Hver dag,Hver dag,I nogen grad,I nogen grad,I høj grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Medium-cycle tertiary eduation,250.000-350.000,Male,52,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,3,4,4,Socialdemokraterne,Ja,ja,FU127794
Nej,Ja,Nej,Nej,Ja,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,6.,10. Indvandrere belaster ikke velfærdssystemet,6.,Slet ikke vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,6.,Aldrig,Aldrig,Aldrig,I nogen grad,I nogen grad,I nogen grad,I høj grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Meget vigtigt,Secondary education,150.000-250.000,Male,37,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Uoplyst,Uoplyst,2,2,,,Ja,nej,FU376383
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig godt,6.,3.,5.,8.,Ikke særlig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,9.,Hver dag,Hver dag,Aldrig,Til en vis grad,I mindre grad,Til en vis grad,I mindre grad,I nogen grad,I høj grad,I høj grad,Til en vis grad,I nogen grad,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Secondary education,150.000-250.000,Male,73,Gift eller reg. partnerskab,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Ukendt,2,2,Socialdemokraterne,Nej,ja,CZ326716
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,3.,3.,1. Indvandrere belaster velfærdssystemet,9.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,Sjældent,Aldrig,Aldrig,I mindre grad,I mindre grad,I mindre grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,Til en vis grad,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Elementary school or unknown,150.000-250.000,Female,70,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,1,3,2,Socialdemokraterne,Nej,ja,FU417276
Ja,Ja,Ja,Ja,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,7.,4.,4.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,3.,Sjældent,Hver dag,Hver dag,I høj grad,I høj grad,I nogen grad,Til en vis grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Female,41,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Lang vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,3,5,Det Konservative Folkeparti,Ja,nej,CZ451062
Ja,Ja,Ja,Ja,Nej,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,8.,7.,4.,7.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,10. Udvidelsen er gået for vidt,Sjældent,Flere gange om ugen,Sjældent,I nogen grad,I nogen grad,Til en vis grad,I mindre grad,I høj grad,I høj grad,I nogen grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,150.000-250.000,Male,42,Skilt,2 børn,Større provinsbyer,Uoplyst,Irrelevant,Mellemlange vid. udd,Lang vid. udd,3,77,2,Alternativet,Ja,ja,CZ589253
Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Temmelig godt,10. Indvandrere tager ikke jobs fra danskere,7.,7.,5.,Slet ikke vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,Flere gange om ugen,Flere gange om ugen,Flere gange om ugen,I nogen grad,I nogen grad,I høj grad,I nogen grad,I høj grad,I nogen grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Elementary school or unknown,<150.0000,Female,20,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,1,77,1,Alternativet,Nej,ja,FU139679
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig dårligt,2.,2.,2.,9.,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,6.,Sjældent,Hver dag,Hver dag,Slet ikke,Slet ikke,I mindre grad,I mindre grad,I mindre grad,I høj grad,I nogen grad,Til en vis grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Elementary school or unknown,150.000-250.000,Female,66,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,2,2,3,"Venstre, Danmarks Liberale Parti",Nej,ja,CZ884640
Ja,Ja,Nej,Ja,Nej,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Temmelig dårligt,3.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,9.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,3.,Hver dag,Hver dag,Sjældent,I høj grad,I høj grad,I høj grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Til en vis grad,I nogen grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Medium-cycle tertiary eduation,<150.0000,Female,24,Separeret,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Lang vid. udd,4,77,2,"Venstre, Danmarks Liberale Parti",Ja,ja,CZ187944
Ja,Nej,Nej,Nej,Nej,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig dårligt,8.,2.,1. Indvandrere belaster velfærdssystemet,8.,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,Hver dag,Hver dag,Aldrig,I mindre grad,I mindre grad,I høj grad,I nogen grad,I nogen grad,I høj grad,Til en vis grad,I mindre grad,I høj grad,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Elementary school or unknown,350.000<,Male,70,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,4,2,5,Det Radikale Venstre,Nej,ja,CZ825738
Ja,Ja,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,3.,4.,4.,6.,Ikke særlig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,5.,Sjældent,Sjældent,En eller to gange om ugen,Til en vis grad,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Nægter at svare,I mindre grad,Slet ikke,Nægter at svare,Nægter at svare,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Male,19,Enlig,Ingen børn,Mindre byer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Grundskole og gym.,Ukendt,77,1,Vil stemme blankt,Nej,ja,CZ491487
Ja,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,4.,4.,6.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,3.,Sjældent,Sjældent,Sjældent,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Short-cycle tertiary eduation,250.000-350.000,Female,60,Gift eller reg. partnerskab,2 børn,,Uoplyst,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,4,2,3,"Venstre, Danmarks Liberale Parti",Ja,ja,FU730556
Nej,Nej,Nej,Nej,Nej,Meget stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Slet ingen tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig dårligt,4.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,10. Udvidelsen er gået for vidt,Hver dag,En eller to gange om ugen,Aldrig,I mindre grad,I mindre grad,I høj grad,I mindre grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Secondary education,250.000-350.000,Female,51,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,Korte vid. udd,4,3,4,Socialdemokraterne,Nej,ja,FU595147
Nej,Ja,Nej,Nej,Ja,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,4.,2.,4.,7.,Slet ikke vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,5.,Aldrig,Sjældent,En eller to gange om ugen,I nogen grad,I mindre grad,Til en vis grad,I mindre grad,I mindre grad,I nogen grad,Til en vis grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Female,20,Enlig,Ingen børn,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Mellemlange vid. udd,2,77,2,Det Radikale Venstre,Nej,ja,CZ323056
Ja,Ja,Nej,Nej,Ja,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,10. Indvandrere tager ikke jobs fra danskere,3.,3.,3.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,En eller to gange om ugen,Hver dag,En eller to gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,I høj grad,Til en vis grad,Til en vis grad,I høj grad,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Female,60,Papirløst partnerskab,6 børn eller flere,Landområder og landsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,2,Socialdemokraterne,Ja,ja,CZ867425
Ja,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Slet ingen tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,2.,4.,4.,6.,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,1. Udvidelsen skal fortsætte,Hver dag,En eller to gange om ugen,Aldrig,I mindre grad,I mindre grad,Til en vis grad,Til en vis grad,I høj grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,69,Gift eller reg. partnerskab,Ingen børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,77,3,Alternativet,Nej,ja,FU506236
Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,6.,4.,4.,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,3.,Flere gange om ugen,Aldrig,Flere gange om ugen,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Secondary education,<150.0000,Female,22,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Ukendt,77,1,Alternativet,Nej,nej,CZ628870
Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Nægter at svare,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Meget dårligt,1. Indvandrere tager jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,10. Udvidelsen er gået for vidt,Sjældent,En eller to gange om ugen,Sjældent,Til en vis grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,Til en vis grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Elementary school or unknown,150.000-250.000,Male,58,Gift eller reg. partnerskab,4 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,2,3,Socialdemokraterne,Nej,ja,FU810632
Ja,Ja,Nej,Nej,Ja,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Meget godt,6.,4.,4.,6.,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,9.,Flere gange om ugen,Flere gange om ugen,Flere gange om ugen,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Elementary school or unknown,150.000-250.000,Male,39,Papirløst partnerskab,3 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Ukendt,77,3,Socialdemokraterne,Nej,nej,FU192428
