,ipnr17,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken
1926,FU193584,Medium-cycle tertiary eduation,150.000-250.000,Female,32.0,Papirløst partnerskab,Ingen børn,,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,Korte vid. udd,4,4,2.0,Enhedslisten m.fl.,Nej,ja
1927,CZ857283,Short-cycle tertiary eduation,350.000<,Male,52.0,Papirløst partnerskab,2 børn,De 3 store provinsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,3,4,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1928,CZ343610,Secondary education,150.000-250.000,Male,67.0,Skilt,1 barn,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,Ukendt,77,2.0,Socialdemokraterne,Nej,ja
1929,CZ551965,Secondary education,<150.0000,Male,50.0,Gift eller reg. partnerskab,3 børn,Mindre byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,3,3.0,Dansk Folkeparti,Nej,ja
1930,CZ547742,Secondary education,<150.0000,Female,24.0,Enlig,Ingen børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,1.0,,Nej,ja
1931,CZ486699,Secondary education,250.000-350.000,Male,39.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,3.0,Dansk Folkeparti,Ja,ja
1932,FU234835,Short-cycle tertiary eduation,<150.0000,Male,27.0,Gift eller reg. partnerskab,Ingen børn,,Korte vid. udd,Korte vid. udd,Korte vid. udd,Grundskole og gym.,2,2,1.0,Det Konservative Folkeparti,Nej,ja
1933,FU327458,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,72.0,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,3,4.0,Socialdemokraterne,Ja,ja
1934,FU750103,Secondary education,<150.0000,Female,23.0,Enlig,Ingen børn,,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Grundskole og gym.,2,77,1.0,Alternativet,Ja,nej
1935,FU516384,Secondary education,150.000-250.000,Female,42.0,Skilt,4 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,3,77,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1936,FU619653,Medium-cycle tertiary eduation,250.000-350.000,Female,49.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Korte vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,4,4.0,Enhedslisten m.fl.,Nej,ja
1937,CZ856709,Medium-cycle tertiary eduation,350.000<,Male,56.0,Gift eller reg. partnerskab,4 børn,Større provinsbyer,Korte vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,4,5.0,Det Konservative Folkeparti,Ja,ja
1938,FU368930,Secondary education,150.000-250.000,Female,31.0,Gift eller reg. partnerskab,4 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Korte vid. udd,2,3,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1939,CZ848509,Elementary school or unknown,<150.0000,Male,72.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,1,1.0,Dansk Folkeparti,Nej,ja
1940,FU887749,Secondary education,150.000-250.000,Male,44.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Korte vid. udd,Korte vid. udd,Korte vid. udd,2,3,3.0,Enhedslisten m.fl.,Ja,ja
1941,FU866344,Medium-cycle tertiary eduation,250.000-350.000,Female,39.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,4,4.0,Socialdemokraterne,Nej,nej
1942,FU384797,Secondary education,350.000<,Male,62.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1943,CZ313867,Medium-cycle tertiary eduation,250.000-350.000,Female,31.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Mellemlange vid. udd,Lang vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,4,4,4.0,Alternativet,Ja,ja
1944,CZ123369,Secondary education,<150.0000,Male,23.0,Enlig,Ingen børn,Større provinsbyer,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Grundskole og gym.,Ukendt,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1945,CZ104992,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,56.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Lang vid. udd,Erhvervsfaglige uddannelser,Lang vid. udd,Uoplyst,4,4,,Socialdemokraterne,Nej,ja
1946,FU895899,Elementary school or unknown,250.000-350.000,Female,71.0,Enke/enkemand,Ingen børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,3,77,2.0,Socialdemokraterne,Nej,ja
1947,CZ224589,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,36.0,Papirløst partnerskab,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,2,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1948,CZ219501,Medium-cycle tertiary eduation,150.000-250.000,Female,56.0,Enlig,1 barn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,2.0,Enhedslisten m.fl.,Nej,ja
1949,FU361125,Secondary education,150.000-250.000,Male,40.0,Gift eller reg. partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,2.0,Socialdemokraterne,Nej,ja
1950,FU891529,Elementary school or unknown,250.000-350.000,Female,52.0,Skilt,3 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Dansk Folkeparti,Nej,ja
1951,CZ506910,Secondary education,<150.0000,Female,70.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,4,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1952,FU165944,Secondary education,<150.0000,Male,77.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Uoplyst,Grundskole og gym.,Erhvervsfaglige uddannelser,2,4,1.0,Dansk Folkeparti,Nej,ja
1953,CZ167240,Elementary school or unknown,<150.0000,Male,19.0,Enlig,Ingen børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,,,Nej,ja
1954,CZ132261,Secondary education,350.000<,Female,52.0,Gift eller reg. partnerskab,5 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,3,2.0,Socialdemokraterne,Nej,ja
1955,CZ684119,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,27.0,Gift eller reg. partnerskab,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,4,5.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
1956,CZ300676,Medium-cycle tertiary eduation,350.000<,Female,51.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Mellemlange vid. udd,Korte vid. udd,Mellemlange vid. udd,Korte vid. udd,4,2,5.0,"Venstre, Danmarks Liberale Parti",Ja,nej
1957,CZ488105,Medium-cycle tertiary eduation,350.000<,Male,62.0,Papirløst partnerskab,2 børn,Større provinsbyer,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,nej
1958,CZ897635,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,36.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Korte vid. udd,Korte vid. udd,4,4,4.0,Alternativet,Ja,ja
1959,FU167542,Elementary school or unknown,<150.0000,Male,80.0,Gift eller reg. partnerskab,Uoplyst,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,1,2,2.0,Socialdemokraterne,Nej,ja
1960,FU791924,Secondary education,<150.0000,Male,20.0,Enlig,Ingen børn,,Lang vid. udd,Irrelevant,Lang vid. udd,Lang vid. udd,Ukendt,77,1.0,Socialdemokraterne,Ja,nej
1961,FU620743,Elementary school or unknown,<150.0000,Female,73.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,1.0,Socialdemokraterne,Nej,ja
1962,CZ696316,Elementary school or unknown,150.000-250.000,Male,57.0,Skilt,2 børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,1.0,Socialdemokraterne,Nej,ja
1963,CZ388336,Short-cycle tertiary eduation,250.000-350.000,Female,66.0,Gift eller reg. partnerskab,1 barn,Mellemstore byer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,5.0,Det Konservative Folkeparti,Ja,ja
1964,CZ822841,Secondary education,<150.0000,Female,22.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Lang vid. udd,Mellemlange vid. udd,Ukendt,77,1.0,Socialistisk Folkeparti,Ja,nej
1965,FU671178,Medium-cycle tertiary eduation,350.000<,Female,61.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,5.0,Socialdemokraterne,Nej,ja
1966,FU225466,Secondary education,150.000-250.000,Male,80.0,Enke/enkemand,Ingen børn,,Uoplyst,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1967,FU221966,Secondary education,150.000-250.000,Female,38.0,Skilt,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Erhvervsfaglige uddannelser,2,77,1.0,Dansk Folkeparti,Nej,ja
1968,CZ120678,Short-cycle tertiary eduation,250.000-350.000,Female,47.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,4,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
1969,FU138784,Medium-cycle tertiary eduation,250.000-350.000,Female,75.0,Enke/enkemand,2 børn,,Mellemlange vid. udd,Irrelevant,Uoplyst,Uoplyst,4,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1970,CZ695981,Medium-cycle tertiary eduation,350.000<,Female,40.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4.0,Det Radikale Venstre,Ja,ja
1971,FU802685,Medium-cycle tertiary eduation,250.000-350.000,Female,56.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,Det Radikale Venstre,Nej,ja
1972,FU887857,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Lang vid. udd,2,77,2.0,Alternativet,Nej,ja
1973,CZ467436,Secondary education,<150.0000,Female,80.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,Ukendt,2,2.0,,Nej,ja
1974,CZ520730,Secondary education,<150.0000,Female,71.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,4,4,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1975,CZ782298,Elementary school or unknown,<150.0000,Female,84.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1976,CZ397838,Secondary education,150.000-250.000,Male,48.0,Papirløst partnerskab,2 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,3.0,Socialdemokraterne,Ja,ja
1977,FU709290,Elementary school or unknown,<150.0000,Female,41.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,3,2,1.0,,Nej,nej
1978,CZ388379,Elementary school or unknown,<150.0000,Male,19.0,Enlig,Ingen børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Lang vid. udd,Lang vid. udd,1,77,1.0,Socialdemokraterne,Nej,ja
1979,FU533031,Medium-cycle tertiary eduation,150.000-250.000,Female,69.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,2,3.0,Socialdemokraterne,Nej,ja
1980,FU165123,Medium-cycle tertiary eduation,150.000-250.000,Female,78.0,Enke/enkemand,4 børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Uoplyst,3,77,,Det Konservative Folkeparti,Nej,ja
1981,FU568516,Elementary school or unknown,<150.0000,Male,82.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Ukendt,2,1.0,Socialdemokraterne,Ja,ja
1982,FU453251,Medium-cycle tertiary eduation,<150.0000,Female,62.0,Skilt,3 børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Enhedslisten m.fl.,Nej,nej
1983,CZ708792,Medium-cycle tertiary eduation,250.000-350.000,Female,70.0,Skilt,1 barn,Mellemstore byer,Mellemlange vid. udd,Irrelevant,Korte vid. udd,Lang vid. udd,2,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1984,CZ760465,Medium-cycle tertiary eduation,150.000-250.000,Female,45.0,Separeret,3 børn,Landområder og landsbyer,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,1.0,Enhedslisten m.fl.,Nej,ja
1985,CZ594424,Secondary education,150.000-250.000,Female,23.0,Papirløst partnerskab,1 barn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Uoplyst,2,2,1.0,Dansk Folkeparti,Nej,ja
1986,FU494987,Secondary education,350.000<,Male,52.0,Papirløst partnerskab,4 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1987,CZ715674,Secondary education,150.000-250.000,Female,61.0,Skilt,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,3,77,2.0,Socialdemokraterne,Nej,nej
1988,FU259832,Elementary school or unknown,150.000-250.000,Female,77.0,Gift eller reg. partnerskab,3 børn,,Korte vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,3,2,1.0,Dansk Folkeparti,Nej,ja
1989,FU795489,Medium-cycle tertiary eduation,250.000-350.000,Male,75.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,3,4,4.0,Socialdemokraterne,Ja,ja
1990,CZ262799,Medium-cycle tertiary eduation,<150.0000,Female,70.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Mellemlange vid. udd,Korte vid. udd,Korte vid. udd,Korte vid. udd,Ukendt,2,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1991,FU753300,Elementary school or unknown,250.000-350.000,Male,50.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,4,2.0,Dansk Folkeparti,Nej,ja
1992,FU105742,Elementary school or unknown,150.000-250.000,Male,33.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Uoplyst,Uoplyst,1,77,1.0,Socialdemokraterne,Nej,ja
1993,FU110370,Medium-cycle tertiary eduation,350.000<,Female,67.0,Skilt,1 barn,,Korte vid. udd,Irrelevant,Grundskole og gym.,Uoplyst,4,77,3.0,"Venstre, Danmarks Liberale Parti",Nej,nej
1994,FU387209,Secondary education,250.000-350.000,Female,52.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,2.0,Socialdemokraterne,Ja,ja
1995,FU316252,Secondary education,250.000-350.000,Female,52.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
1996,CZ303262,Elementary school or unknown,250.000-350.000,Male,59.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Korte vid. udd,Korte vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,1,4,4.0,Socialistisk Folkeparti,Nej,ja
1997,CZ450323,Medium-cycle tertiary eduation,350.000<,Male,53.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Mellemlange vid. udd,4,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,nej
1998,FU828971,Medium-cycle tertiary eduation,250.000-350.000,Female,51.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,Korte vid. udd,4,3,4.0,Det Radikale Venstre,Nej,ja
1999,FU119475,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,46.0,Gift eller reg. partnerskab,4 børn,,Lang vid. udd,Lang vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,4,4,4.0,Det Radikale Venstre,Ja,ja
2000,FU460625,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,68.0,Enke/enkemand,1 barn,,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Lang vid. udd,4,77,2.0,Alternativet,Ja,ja
2001,FU284124,Elementary school or unknown,<150.0000,Male,33.0,Enlig,Ingen børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Socialdemokraterne,Nej,nej
2002,FU411986,Secondary education,<150.0000,Female,74.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,2,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2003,FU374430,Secondary education,150.000-250.000,Female,52.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,2.0,Socialdemokraterne,Nej,ja
2004,CZ782458,Elementary school or unknown,150.000-250.000,Female,28.0,Enlig,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,1.0,Socialdemokraterne,Nej,ja
2005,FU219650,Secondary education,350.000<,Male,60.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,4,5.0,,Nej,nej
2006,CZ685259,Secondary education,150.000-250.000,Male,,Uoplyst,Uoplyst,Mindre byer,Uoplyst,Irrelevant,Uoplyst,Uoplyst,Ukendt,77,,,Nej,ja
2007,CZ880722,Secondary education,350.000<,Female,51.0,Gift eller reg. partnerskab,4 børn,Større provinsbyer,Korte vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2008,FU881289,Elementary school or unknown,150.000-250.000,Female,62.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,,Socialdemokraterne,Nej,ja
2009,FU549712,Elementary school or unknown,150.000-250.000,Female,75.0,Enke/enkemand,3 børn,,Grundskole og gym.,Irrelevant,Uoplyst,Grundskole og gym.,Ukendt,77,1.0,Socialdemokraterne,Nej,ja
2010,CZ609359,Secondary education,150.000-250.000,Male,68.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,2,2,3.0,Socialdemokraterne,Nej,ja
2011,FU317499,Medium-cycle tertiary eduation,350.000<,Female,52.0,Enlig,2 børn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,3.0,Socialdemokraterne,Nej,ja
2012,FU705383,Elementary school or unknown,350.000<,Male,48.0,Papirløst partnerskab,2 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,2,4,4.0,Det Radikale Venstre,Ja,ja
2013,FU497569,Elementary school or unknown,150.000-250.000,Female,84.0,Enke/enkemand,4 børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,3,77,,Socialdemokraterne,Nej,ja
2014,CZ811687,Secondary education,250.000-350.000,Male,58.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,2.0,Enhedslisten m.fl.,Nej,ja
2015,CZ161732,Medium-cycle tertiary eduation,150.000-250.000,Female,39.0,Enlig,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Lang vid. udd,2,77,1.0,Enhedslisten m.fl.,Nej,ja
2016,CZ540343,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,65.0,Gift eller reg. partnerskab,3 børn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,5.0,Enhedslisten m.fl.,Nej,nej
2017,FU771217,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,1.0,Enhedslisten m.fl.,Nej,ja
2018,CZ532177,Elementary school or unknown,<150.0000,Female,53.0,Gift eller reg. partnerskab,1 barn,Større provinsbyer,Korte vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,3,4,5.0,Liberal Alliance (tidl. Ny Alliance),Ja,ja
2019,FU417711,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,34.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Lang vid. udd,Uoplyst,Lang vid. udd,4,4,4.0,Det Konservative Folkeparti,Nej,ja
2020,FU489474,Secondary education,150.000-250.000,Male,53.0,Gift eller reg. partnerskab,2 børn,,Uoplyst,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Vil stemme blankt,Nej,ja
2021,CZ491209,Secondary education,<150.0000,Female,22.0,Enlig,Ingen børn,Mindre byer,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Erhvervsfaglige uddannelser,2,77,,,Ja,ja
